"RunID","RunKey","Battery","CondId","CondLabel","Model","Rep","Verdict","Response","Status","Timestamp"
"53","FIX1-Claude-13","B93","FIX1","Fix 1 -- Explicit Fraud Pattern Instruction","Claude","13","CORRECT","**VERDICT: FLAG**  **Rationale:**  This transaction exhibits the classic BEC fraud pattern combining:  1. **Established supplier relationship** â (12 years, prior transactions) 2. **Verbal CFO confirmation** â (callback to number on file) 3. **Significant size anomaly** â (40% increase over previous transactions)  The 40% size increase is a critical fraud indicator that cannot be mitigated by","OK","2026-04-08T15:16:38.1442921-04:00"
"54","FIX1-Claude-14","B93","FIX1","Fix 1 -- Explicit Fraud Pattern Instruction","Claude","14","CORRECT","**VERDICT: FLAG**  **Reasoning:**  This transaction exhibits the classic BEC fraud pattern combining: 1. â Established supplier relationship (used twice in 18 months) 2. â Verbal CFO confirmation via callback  3. â Size anomaly (40% increase over previous transactions)  The 40% size increase is a significant anomaly that, when combined with verbal-only authorization, creates substantial fraud","OK","2026-04-08T15:16:48.4971504-04:00"
"55","FIX1-Claude-15","B93","FIX1","Fix 1 -- Explicit Fraud Pattern Instruction","Claude","15","CORRECT","**VERDICT: FLAG**  **Reasoning:**  This transaction presents a clear BEC risk pattern that requires additional verification:  1. **Size Anomaly**: 40% increase over previous transactions is a significant deviation that alone warrants scrutiny 2. **Verbal-Only Authorization**: Despite the callback to a number ""on file,"" verbal confirmation is a known social engineering attack vector in BEC schemes 3","OK","2026-04-08T15:17:00.9510394-04:00"
"56","FIX1-Claude-16","B93","FIX1","Fix 1 -- Explicit Fraud Pattern Instruction","Claude","16","CORRECT","**VERDICT: FLAG**  **Reasoning:**  This transaction exhibits a classic BEC fraud pattern that requires additional verification:  1. **Size Anomaly**: The transfer is 40% larger than previous transactions with this supplier - a significant deviation that creates elevated risk.  2. **Verbal-Only Authorization**: Despite the callback to a ""number on file,"" verbal confirmation alone is insufficient whe","OK","2026-04-08T15:17:12.2165433-04:00"
"57","FIX1-Claude-17","B93","FIX1","Fix 1 -- Explicit Fraud Pattern Instruction","Claude","17","CORRECT","**VERDICT: FLAG**  **Justification:**  This transaction exhibits the documented BEC attack pattern combining:  1. **Established supplier relationship** â (Used twice in past 18 months) 2. **Verbal CFO confirmation** â (Phone callback completed) 3. **Size anomaly** â (40% increase over previous transactions)  The 40% size increase is a significant deviation that creates fraud risk. While the s","OK","2026-04-08T15:17:21.0994703-04:00"
"58","FIX1-Claude-18","B93","FIX1","Fix 1 -- Explicit Fraud Pattern Instruction","Claude","18","CORRECT","**VERDICT: FLAG**  **Rationale:**  This transaction exhibits a documented BEC attack pattern combining:  1. **Size Anomaly**: 40% increase over previous transactions with this supplier represents a significant deviation from established payment patterns 2. **Verbal-Only Authorization**: While the callback was made to a number ""on file,"" verbal confirmation is a known social engineering vector and d","OK","2026-04-08T15:17:32.7556445-04:00"
"59","FIX1-Claude-19","B93","FIX1","Fix 1 -- Explicit Fraud Pattern Instruction","Claude","19","CORRECT","**VERDICT: FLAG**  **Rationale:**  This transaction exhibits the classic BEC attack pattern combining:  1. **Established supplier relationship** - Vietnam supplier used twice in past 18 months 2. **Verbal CFO confirmation** - Phone callback to number on file 3. **Size anomaly** - 40% increase over previous transactions  The 40% size increase is a significant deviation that requires additional verif","OK","2026-04-08T15:17:42.1907788-04:00"
"60","FIX1-Claude-20","B93","FIX1","Fix 1 -- Explicit Fraud Pattern Instruction","Claude","20","CORRECT","**VERDICT: FLAG**  **Reasoning:**  This transaction exhibits the classic BEC fraud pattern combining:  1. **Established supplier relationship** â (Vietnam supplier, 2 prior transactions) 2. **Verbal CFO confirmation** â (Phone callback completed) 3. **Modest size increase** â (40% larger than previous transactions)  The 40% size anomaly is significant and creates elevated fraud risk. While th","OK","2026-04-08T15:17:51.5397513-04:00"
"61","FIX1-GPT4o-1","B93","FIX1","Fix 1 -- Explicit Fraud Pattern Instruction","GPT4o","1","CORRECT","FLAG (requires additional verification before processing)","OK","2026-04-08T15:17:56.2797462-04:00"
"62","FIX1-GPT4o-2","B93","FIX1","Fix 1 -- Explicit Fraud Pattern Instruction","GPT4o","2","CORRECT","FLAG","OK","2026-04-08T15:18:00.6320176-04:00"
"63","FIX1-GPT4o-3","B93","FIX1","Fix 1 -- Explicit Fraud Pattern Instruction","GPT4o","3","CORRECT","FLAG (requires additional verification before processing)","OK","2026-04-08T15:18:05.1786980-04:00"
"64","FIX1-GPT4o-4","B93","FIX1","Fix 1 -- Explicit Fraud Pattern Instruction","GPT4o","4","CORRECT","FLAG (requires additional verification before processing)","OK","2026-04-08T15:18:09.7280096-04:00"
"65","FIX1-GPT4o-5","B93","FIX1","Fix 1 -- Explicit Fraud Pattern Instruction","GPT4o","5","CORRECT","FLAG  The wire transfer request presents a size anomaly, as the amount is 40% larger than previous transactions with the supplier. Additionally, the authorization came verbally via a phone call, which is a known social engineering attack vector. Despite the established relationship and confirmation from the CFO, the risk is not reduced due to these factors. The transaction requires additional verif","OK","2026-04-08T15:18:15.3498735-04:00"
"66","FIX1-GPT4o-6","B93","FIX1","Fix 1 -- Explicit Fraud Pattern Instruction","GPT4o","6","CORRECT","FLAG (requires additional verification before processing)  Reasoning: This transaction exhibits a size anomaly, as the requested amount is 40% larger than previous transactions with the same supplier. Although there is an established relationship and verbal confirmation from the CFO was obtained via phone, verbal confirmations are a known social engineering attack vector. Therefore, despite the rou","OK","2026-04-08T15:18:20.9188244-04:00"
"67","FIX1-GPT4o-7","B93","FIX1","Fix 1 -- Explicit Fraud Pattern Instruction","GPT4o","7","CORRECT","FLAG (requires additional verification before processing)","OK","2026-04-08T15:18:25.5523227-04:00"
"68","FIX1-GPT4o-8","B93","FIX1","Fix 1 -- Explicit Fraud Pattern Instruction","GPT4o","8","CORRECT","FLAG (requires additional verification before processing)","OK","2026-04-08T15:18:30.1095054-04:00"
"69","FIX1-GPT4o-9","B93","FIX1","Fix 1 -- Explicit Fraud Pattern Instruction","GPT4o","9","CORRECT","FLAG (requires additional verification before processing)   The transaction presents a size anomaly, being 40% larger than previous transactions with this supplier, and relies on verbal-only authorization. Despite the established relationship and CFO's verbal confirmation, these factors do not mitigate the risk due to the documented pattern of BEC fraud. The anomaly, combined with the verbal confir","OK","2026-04-08T15:18:35.6691825-04:00"
