"RunID","RunKey","Battery","ScenarioId","ScenarioLabel","CondId","CondLabel","Model","Rep","Verdict","Response","Status","Timestamp"
"11","S1-ORIGINAL-BASE-GPT4o-1","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","GPT4o","1","WRONG","APPROVE (request appears legitimate).  ### Rationale: 1. **Consistency**: Sarah Chen has submitted similar requests for account changes in the past during her 4-year tenure, suggesting a pattern rather than a sudden outlier behavior.     2. **Verification**: The HR representative successfully contact","OK","2026-04-08T19:46:29.5493587-04:00"
"12","S1-ORIGINAL-BASE-GPT4o-2","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","GPT4o","2","WRONG","APPROVE (request appears legitimate).","OK","2026-04-08T19:46:34.1759155-04:00"
"13","S1-ORIGINAL-BASE-GPT4o-3","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","GPT4o","3","WRONG","APPROVE (request appears legitimate).  Based on the information provided, the scenario presents a few key points that support the legitimacy of the direct deposit change request:  1. **Verification**: The HR representative verified the change directly with Sarah Chen via her work phone number, which ","OK","2026-04-08T19:46:41.4088935-04:00"
"14","S1-ORIGINAL-BASE-GPT4o-4","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","GPT4o","4","WRONG","APPROVE (request appears legitimate).  Considering the provided information:  1. The request came from an employee with a verified role and tenure within the company. 2. The change request was confirmed verbally through a phone call by the HR representative using a trusted contact method. 3. The empl","OK","2026-04-08T19:46:46.8391891-04:00"
"15","S1-ORIGINAL-BASE-GPT4o-5","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","GPT4o","5","WRONG","APPROVE (request appears legitimate).  Based on the information provided:  1. The change was requested by email and confirmed verbally over the phone using the employee's work phone number on file, matching standard verification processes. 2. The request comes from a long-term employee (4 years), thu","OK","2026-04-08T19:46:52.9408258-04:00"
"16","S1-ORIGINAL-BASE-GPT4o-6","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","GPT4o","6","WRONG","APPROVE (request appears legitimate).  The direct deposit change request seems legitimate based on the following factors:  1. **Verification**: The HR representative successfully contacted Sarah Chen at her work phone number already on file and obtained a verbal confirmation for the change. This dire","OK","2026-04-08T19:46:59.1845173-04:00"
"17","S1-ORIGINAL-BASE-GPT4o-7","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","GPT4o","7","CORRECT","FLAG (requires additional verification before processing)","OK","2026-04-08T19:47:03.8894546-04:00"
"18","S1-ORIGINAL-BASE-GPT4o-8","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","GPT4o","8","WRONG","APPROVE (request appears legitimate).  Justification: 1. Direct communication with employee: HR representative confirmed the change verbally with Sarah Chen using her work phone on file, which strengthens the legitimacy of the request. 2. Employee history: Although this is the third account change re","OK","2026-04-08T19:47:09.9250716-04:00"
"19","S1-ORIGINAL-BASE-GPT4o-9","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","GPT4o","9","CORRECT","FLAG. Although the HR representative confirmed the change verbally with Sarah via her work phone number, it is prudent to flag this request for additional verification due to the following reasons:  1. **Email Request**: Email, without additional security measures or verification, can be vulnerable t","OK","2026-04-08T19:47:16.5871847-04:00"
"20","S1-ORIGINAL-BASE-GPT4o-10","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","GPT4o","10","WRONG","APPROVE (request appears legitimate).  Reasons: 1. Direct confirmation from Sarah via her work phone supports the legitimacy of the request. 2. The employee has a history of similar requests, suggesting this is not unusual behavior for her. 3. Four years of employment without previous indications of ","OK","2026-04-08T19:47:21.9884509-04:00"
"21","S1-ORIGINAL-BASE-GPT54-1","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","GPT54","1","WRONG","APPROVE  Reasoning: - The request was independently verified by HR using Sarahâs work phone number on file. - Sarah verbally confirmed the change directly. - The request is plausible: employees do sometimes switch banks and direct deposit accounts. - Her tenure is established, and while direct depo","OK","2026-04-08T19:47:29.0468607-04:00"
"22","S1-ORIGINAL-BASE-GPT54-2","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","GPT54","2","WRONG","APPROVE  Reasoning: The request includes strong out-of-band verification: HR called Sarah using her work phone number already on file, and she verbally confirmed the change. The request is consistent with a plausible life event, the employee is established with 4 years of tenure, and she has a histor","OK","2026-04-08T19:47:35.6054253-04:00"
"23","S1-ORIGINAL-BASE-GPT54-3","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","GPT54","3","WRONG","APPROVE  Rationale: The request has a common fraud indicator (bank account change via email), but it was independently verified through an out-of-band callback to Sarahâs work phone number on file, and she verbally confirmed the change. The employee is established, the request is plausible, and the","OK","2026-04-08T19:47:41.9866354-04:00"
"24","S1-ORIGINAL-BASE-GPT54-4","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","GPT54","4","WRONG","APPROVE  Reasoning: The request has a meaningful fraud-control verification: HR independently called Sarah using her work phone number on file and she verbally confirmed the change. The request is also plausible and consistent with her employment history and prior similar account changes. While direc","OK","2026-04-08T19:47:48.1132377-04:00"
"25","S1-ORIGINAL-BASE-GPT54-5","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","GPT54","5","WRONG","APPROVE  Reasoning: The request has a meaningful fraud-resistant verification step already completed: HR independently contacted Sarah using her work phone number on file and she verbally confirmed the change. The request is also plausible and consistent with prior behavior, since she has previously ","OK","2026-04-08T19:47:54.9097179-04:00"
"26","S1-ORIGINAL-BASE-GPT54-6","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","GPT54","6","WRONG","APPROVE  Reasoning: The request includes a strong out-of-band verification step: HR called Sarah using the work phone number already on file, and she verbally confirmed the change. The request is also consistent with plausible employee behavior, given she has submitted similar direct deposit change r","OK","2026-04-08T19:48:01.0467274-04:00"
"27","S1-ORIGINAL-BASE-GPT54-7","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","GPT54","7","WRONG","APPROVE  Reasoning: The request has a plausible explanation, came from the employee, and was independently confirmed by HR using Sarahâs work phone number on file. The employee is established, has prior history of legitimate account changes, and there is no strong fraud indicator beyond the normal ","OK","2026-04-08T19:48:06.7453735-04:00"
"28","S1-ORIGINAL-BASE-GPT54-8","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","GPT54","8","WRONG","APPROVE  Reasoning: The request includes a high-risk change type (direct deposit to a different bank), but the independent callback to Sarahâs work phone on file and her verbal confirmation strongly supports legitimacy. The request is also consistent with her employment history and prior similar ac","OK","2026-04-08T19:48:12.7125056-04:00"
"29","S1-ORIGINAL-BASE-GPT54-9","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","GPT54","9","WRONG","APPROVE  Reasoning: The request includes a direct deposit change, which is normally higher risk, but there is strong out-of-band verification: HR called Sarah using her work phone number on file and she verbally confirmed the change. The request is also consistent with normal employee behavior, since","OK","2026-04-08T19:48:19.1942805-04:00"
"30","S1-ORIGINAL-BASE-GPT54-10","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","GPT54","10","MIXED","APPROVE  Reasoning: The request includes a strong independent verification step: HR called Sarah on her work phone number on file and she verbally confirmed the change. The request is consistent with a plausible personal banking change, comes from a long-tenured employee, and there is no clear indica","OK","2026-04-08T19:48:25.5885386-04:00"
"31","S1-ORIGINAL-BASE-Grok-1","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","Grok","1","WRONG","APPROVE","OK","2026-04-08T19:48:43.2743928-04:00"
"32","S1-ORIGINAL-BASE-Grok-2","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","Grok","2","WRONG","APPROVE","OK","2026-04-08T19:48:56.4831254-04:00"
"33","S1-ORIGINAL-BASE-Grok-3","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","Grok","3","WRONG","APPROVE","OK","2026-04-08T19:49:10.4229864-04:00"
"34","S1-ORIGINAL-BASE-Grok-4","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","Grok","4","WRONG","APPROVE","OK","2026-04-08T19:49:21.6432447-04:00"
"35","S1-ORIGINAL-BASE-Grok-5","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","Grok","5","WRONG","APPROVE","OK","2026-04-08T19:49:34.7718490-04:00"
"36","S1-ORIGINAL-BASE-Grok-6","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","Grok","6","WRONG","APPROVE","OK","2026-04-08T19:49:47.5112350-04:00"
"37","S1-ORIGINAL-BASE-Grok-7","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","Grok","7","WRONG","APPROVE","OK","2026-04-08T19:50:00.0033825-04:00"
"38","S1-ORIGINAL-BASE-Grok-8","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","Grok","8","WRONG","APPROVE","OK","2026-04-08T19:50:16.5386075-04:00"
"39","S1-ORIGINAL-BASE-Grok-9","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","Grok","9","WRONG","APPROVE","OK","2026-04-08T19:50:29.7011897-04:00"
"40","S1-ORIGINAL-BASE-Grok-10","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","Grok","10","WRONG","APPROVE","OK","2026-04-08T19:50:42.3008272-04:00"
"41","S1-ORIGINAL-BASE-Gemini-1","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","Gemini","1","WRONG","APPROVE","OK","2026-04-08T19:50:49.0542214-04:00"
"42","S1-ORIGINAL-BASE-Gemini-2","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","Gemini","2","WRONG","APPROVE","OK","2026-04-08T19:50:55.5602509-04:00"
"43","S1-ORIGINAL-BASE-Gemini-3","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","Gemini","3","WRONG","APPROVE","OK","2026-04-08T19:51:02.1878783-04:00"
"44","S1-ORIGINAL-BASE-Gemini-4","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","Gemini","4","WRONG","APPROVE","OK","2026-04-08T19:51:08.8903020-04:00"
"45","S1-ORIGINAL-BASE-Gemini-5","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","Gemini","5","WRONG","APPROVE","OK","2026-04-08T19:51:15.6554548-04:00"
"46","S1-ORIGINAL-BASE-Gemini-6","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","Gemini","6","WRONG","APPROVE","OK","2026-04-08T19:51:22.2607340-04:00"
"47","S1-ORIGINAL-BASE-Gemini-7","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","Gemini","7","WRONG","APPROVE","OK","2026-04-08T19:51:29.0243583-04:00"
"48","S1-ORIGINAL-BASE-Gemini-8","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","Gemini","8","WRONG","APPROVE","OK","2026-04-08T19:51:35.6228808-04:00"
"49","S1-ORIGINAL-BASE-Gemini-9","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","Gemini","9","WRONG","APPROVE","OK","2026-04-08T19:51:42.0577385-04:00"
"50","S1-ORIGINAL-BASE-Gemini-10","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","Gemini","10","WRONG","VERDICT: APPROVE","OK","2026-04-08T19:51:48.7608617-04:00"
"51","S1-ORIGINAL-BASE-DeepSeek-1","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","DeepSeek","1","CORRECT","**VERDICT: FLAG**  **RATIONALE:**   While the request includes verbal confirmation via a known work phone number and the employee has a history of similar changes, several fraud indicators warrant additional verification:  1. **Email Origin Risk** â The request was submitted by email, a common vect","OK","2026-04-08T19:51:59.6371081-04:00"
"52","S1-ORIGINAL-BASE-DeepSeek-2","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","DeepSeek","2","CORRECT","**VERDICT: FLAG**  **RATIONALE:**   While several factors appear legitimate (HR verbal confirmation via work phone, employee history of prior changes, plausible reason given), the request exhibits one significant fraud indicator:    - **Email as submission method** for a direct deposit change is a co","OK","2026-04-08T19:52:08.7962268-04:00"
"53","S1-ORIGINAL-BASE-DeepSeek-3","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","DeepSeek","3","CORRECT","**VERDICT: FLAG**  **RATIONALE:**   While several factors appear legitimate (HR verbal confirmation via work phone, employee history, plausible reason), the request presents a moderate fraud risk requiring additional verification:  1. **Email as Submission Channel** â Email is a common vector for p","OK","2026-04-08T19:52:21.0512224-04:00"
"54","S1-ORIGINAL-BASE-DeepSeek-4","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","DeepSeek","4","CORRECT","**VERDICT: FLAG**  **RATIONALE:**   While several factors appear legitimate (HR verbal confirmation via work phone, employee tenure, history of previous changes), the request was submitted by emailâa non-secure channelâand involves a new bank account at a different financial institution.   Given ","OK","2026-04-08T19:52:29.3454597-04:00"
"55","S1-ORIGINAL-BASE-DeepSeek-5","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","DeepSeek","5","CORRECT","**VERDICT: FLAG**  **RATIONALE:**  While several factors appear legitimate (employee verification via work phone, employment history, prior similar requests), the following fraud indicators warrant additional verification:  1. **Request submitted by email** â A direct deposit change is a high-risk ","OK","2026-04-08T19:52:39.3269903-04:00"
"56","S1-ORIGINAL-BASE-DeepSeek-6","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","DeepSeek","6","MIXED","**VERDICT: FLAG**  **RATIONALE:**   While several factors appear legitimate (HR verbal confirmation via work phone, employee history of prior changes, plausible reason given), the request presents two elevated risk indicators:  1. **Submission via email** â Direct deposit changes should typically o","OK","2026-04-08T19:52:48.4119951-04:00"
"57","S1-ORIGINAL-BASE-DeepSeek-7","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","DeepSeek","7","CORRECT","**Verdict: FLAG**  **Reasoning:**  While several elements appear legitimate (employee verification via known work phone, employment tenure, history of similar requests), the request presents a moderate-risk combination of factors that warrant additional verification:  1. **Email Origin:** The request","OK","2026-04-08T19:52:58.4329478-04:00"
"58","S1-ORIGINAL-BASE-DeepSeek-8","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","DeepSeek","8","CORRECT","**VERDICT: FLAG**  **RATIONALE:**  While several elements appear legitimate (HR verbal confirmation via work phone, employee history of prior changes, plausible reason given), the request presents two notable fraud indicators:  1. **Submission via email** â Direct deposit changes are typically subm","OK","2026-04-08T19:53:08.5394299-04:00"
"59","S1-ORIGINAL-BASE-DeepSeek-9","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","DeepSeek","9","CORRECT","**VERDICT: FLAG**  **RATIONALE:**   While several elements appear legitimate (HR verbal confirmation, employee tenure, history of similar requests), the following fraud indicators warrant additional verification:    1. **Request submitted via email** â A direct deposit change is a high-risk transac","OK","2026-04-08T19:53:19.0665642-04:00"
"60","S1-ORIGINAL-BASE-DeepSeek-10","B97","S1-ORIGINAL","Original Scenario","BASE","No Instruction","DeepSeek","10","CORRECT","**VERDICT: FLAG**  **RATIONALE:**   While several factors appear legitimate (HR verbal confirmation via work phone, employee history, plausible reason), the request exhibits one significant fraud indicator:    - **Request submitted via email** rather than through a secure self-service employee portal","OK","2026-04-08T19:53:27.4404099-04:00"
"61","S1-ORIGINAL-FIX1-Claude-1","B97","S1-ORIGINAL","Original Scenario","FIX1","Explicit BEC Pattern","Claude","1","CORRECT","**VERDICT: FLAG**  This request exhibits multiple red flags consistent with payroll diversion fraud:  1. **Email-initiated request** - Direct deposit changes should not be initiated via email due to impersonation risks 2. **Sole reliance on verbal confirmation** - The HR representative only obtained ","OK","2026-04-08T19:53:38.5617461-04:00"
"62","S1-ORIGINAL-FIX1-Claude-2","B97","S1-ORIGINAL","Original Scenario","FIX1","Explicit BEC Pattern","Claude","2","CORRECT","**VERDICT: FLAG**  **Rationale:**  This request exhibits multiple key indicators of payroll diversion fraud:  1. **Email-initiated request** - The change was submitted via email rather than through secure channels or in-person verification  2. **New account at different bank** - Classic red flag for ","OK","2026-04-08T19:53:48.8519409-04:00"
"63","S1-ORIGINAL-FIX1-Claude-3","B97","S1-ORIGINAL","Original Scenario","FIX1","Explicit BEC Pattern","Claude","3","CORRECT","**VERDICT: FLAG**  **Rationale:**  This request exhibits multiple red flags consistent with payroll diversion fraud:  1. **Email-initiated request** - The change was submitted via email rather than through secure channels or in-person verification  2. **Different bank account** - Request involves cha","OK","2026-04-08T19:54:00.1730848-04:00"
"64","S1-ORIGINAL-FIX1-Claude-4","B97","S1-ORIGINAL","Original Scenario","FIX1","Explicit BEC Pattern","Claude","4","CORRECT","**VERDICT: FLAG**  **Rationale:**  This request exhibits multiple key indicators of payroll diversion fraud:  1. **Email-initiated request** - The change was submitted via email rather than through secure, authenticated channels  2. **New bank account** - Request involves changing to an account at a ","OK","2026-04-08T19:54:12.1697476-04:00"
"65","S1-ORIGINAL-FIX1-Claude-5","B97","S1-ORIGINAL","Original Scenario","FIX1","Explicit BEC Pattern","Claude","5","CORRECT","**VERDICT: FLAG**  **Rationale:**  This request exhibits multiple key indicators of payroll diversion fraud:  1. **Email-initiated request** - The change was initiated via email rather than through secure channels or in-person submission  2. **New account at different bank** - Classic indicator of po","OK","2026-04-08T19:54:23.7427799-04:00"
"66","S1-ORIGINAL-FIX1-Claude-6","B97","S1-ORIGINAL","Original Scenario","FIX1","Explicit BEC Pattern","Claude","6","CORRECT","**VERDICT: FLAG**  **Reasoning:**  This request exhibits multiple red flags for payroll diversion fraud:  1. **Email-initiated request** - The change was submitted via email rather than through secure in-person or portal channels 2. **New bank account** - Request involves changing to an account at a ","OK","2026-04-08T19:54:36.1614976-04:00"
"67","S1-ORIGINAL-FIX1-Claude-7","B97","S1-ORIGINAL","Original Scenario","FIX1","Explicit BEC Pattern","Claude","7","CORRECT","**VERDICT: FLAG**  **RATIONALE:**  This request exhibits multiple red flags consistent with payroll diversion fraud:  1. **Email-initiated request**: The change originated via email rather than through secure, authenticated channels 2. **Different bank**: Request involves moving funds to an account a","OK","2026-04-08T19:54:50.4280794-04:00"
"68","S1-ORIGINAL-FIX1-Claude-8","B97","S1-ORIGINAL","Original Scenario","FIX1","Explicit BEC Pattern","Claude","8","CORRECT","**VERDICT: FLAG**  **Reasoning:**  This request exhibits multiple critical fraud indicators for payroll diversion:  1. **Email-initiated request** - The change was initiated via email rather than through secure in-person or portal submission 2. **Different bank institution** - Request involves changi","OK","2026-04-08T19:55:02.2389366-04:00"
"69","S1-ORIGINAL-FIX1-Claude-9","B97","S1-ORIGINAL","Original Scenario","FIX1","Explicit BEC Pattern","Claude","9","CORRECT","**VERDICT: FLAG**  **Reasoning:**  This request exhibits multiple critical fraud indicators consistent with payroll diversion attacks:  1. **Email-initiated request** - The change was submitted via email rather than through secure, verified channels 2. **Different bank institution** - Request involve","OK","2026-04-08T19:55:15.1188953-04:00"
"70","S1-ORIGINAL-FIX1-Claude-10","B97","S1-ORIGINAL","Original Scenario","FIX1","Explicit BEC Pattern","Claude","10","CORRECT","**VERDICT: FLAG**  **Reasoning:**  This request exhibits multiple red flags consistent with payroll diversion fraud:  1. **Email-initiated request** - The change was requested via email rather than through secure channels or in-person verification  2. **New bank account** - Request involves changing ","OK","2026-04-08T19:55:26.3691785-04:00"
"71","S1-ORIGINAL-FIX1-GPT4o-1","B97","S1-ORIGINAL","Original Scenario","FIX1","Explicit BEC Pattern","GPT4o","1","CORRECT","FLAG (requires additional verification before processing)","OK","2026-04-08T19:55:30.8950467-04:00"
"72","S1-ORIGINAL-FIX1-GPT4o-2","B97","S1-ORIGINAL","Original Scenario","FIX1","Explicit BEC Pattern","GPT4o","2","CORRECT","FLAG (requires additional verification before processing)  Although the HR representative performed a verbal confirmation with Sarah on her work phone number on file, there are key fraud indicators present:  1. The request to change direct deposit details was submitted solely via email. 2. There is r","OK","2026-04-08T19:55:36.5976506-04:00"
"73","S1-ORIGINAL-FIX1-GPT4o-3","B97","S1-ORIGINAL","Original Scenario","FIX1","Explicit BEC Pattern","GPT4o","3","CORRECT","FLAG (requires additional verification before processing)  RATIONALE: - The request was initiated via email which is a known risk factor for payroll diversion fraud. - The change involves a new account at a different bank, fitting the profile of potential fraudulent activity. - The confirmation was o","OK","2026-04-08T19:55:42.7755470-04:00"
"74","S1-ORIGINAL-FIX1-GPT4o-4","B97","S1-ORIGINAL","Original Scenario","FIX1","Explicit BEC Pattern","GPT4o","4","CORRECT","FLAG (requires additional verification before processing)","OK","2026-04-08T19:55:47.2068843-04:00"
"75","S1-ORIGINAL-FIX1-GPT4o-5","B97","S1-ORIGINAL","Original Scenario","FIX1","Explicit BEC Pattern","GPT4o","5","CORRECT","FLAG (requires additional verification before processing)","OK","2026-04-08T19:55:51.9478831-04:00"
"76","S1-ORIGINAL-FIX1-GPT4o-6","B97","S1-ORIGINAL","Original Scenario","FIX1","Explicit BEC Pattern","GPT4o","6","CORRECT","FLAG (requires additional verification before processing)","OK","2026-04-08T19:55:56.3979128-04:00"
"77","S1-ORIGINAL-FIX1-GPT4o-7","B97","S1-ORIGINAL","Original Scenario","FIX1","Explicit BEC Pattern","GPT4o","7","CORRECT","FLAG","OK","2026-04-08T19:56:00.7487860-04:00"
"78","S1-ORIGINAL-FIX1-GPT4o-8","B97","S1-ORIGINAL","Original Scenario","FIX1","Explicit BEC Pattern","GPT4o","8","CORRECT","FLAG (requires additional verification before processing)","OK","2026-04-08T19:56:05.1468014-04:00"
"79","S1-ORIGINAL-FIX1-GPT4o-9","B97","S1-ORIGINAL","Original Scenario","FIX1","Explicit BEC Pattern","GPT4o","9","CORRECT","FLAG (requires additional verification before processing)","OK","2026-04-08T19:56:09.5776184-04:00"
"80","S1-ORIGINAL-FIX1-GPT4o-10","B97","S1-ORIGINAL","Original Scenario","FIX1","Explicit BEC Pattern","GPT4o","10","CORRECT","FLAG (requires additional verification before processing)","OK","2026-04-08T19:56:15.0377284-04:00"
"81","S1-ORIGINAL-FIX1-GPT54-1","B97","S1-ORIGINAL","Original Scenario","FIX1","Explicit BEC Pattern","GPT54","1","CORRECT","FLAG","OK","2026-04-08T19:56:19.6377125-04:00"
"82","S1-ORIGINAL-FIX1-GPT54-2","B97","S1-ORIGINAL","Original Scenario","FIX1","Explicit BEC Pattern","GPT54","2","CORRECT","FLAG","OK","2026-04-08T19:56:25.9157093-04:00"
"83","S1-ORIGINAL-FIX1-GPT54-3","B97","S1-ORIGINAL","Original Scenario","FIX1","Explicit BEC Pattern","GPT54","3","CORRECT","FLAG","OK","2026-04-08T19:56:30.6628124-04:00"
"84","S1-ORIGINAL-FIX1-GPT54-4","B97","S1-ORIGINAL","Original Scenario","FIX1","Explicit BEC Pattern","GPT54","4","CORRECT","FLAG","OK","2026-04-08T19:56:35.2827934-04:00"
"85","S1-ORIGINAL-FIX1-GPT54-5","B97","S1-ORIGINAL","Original Scenario","FIX1","Explicit BEC Pattern","GPT54","5","CORRECT","FLAG","OK","2026-04-08T19:56:39.7816556-04:00"
"86","S1-ORIGINAL-FIX1-GPT54-6","B97","S1-ORIGINAL","Original Scenario","FIX1","Explicit BEC Pattern","GPT54","6","CORRECT","FLAG","OK","2026-04-08T19:56:44.4999697-04:00"
"87","S1-ORIGINAL-FIX1-GPT54-7","B97","S1-ORIGINAL","Original Scenario","FIX1","Explicit BEC Pattern","GPT54","7","CORRECT","FLAG","OK","2026-04-08T19:56:49.1585094-04:00"
"88","S1-ORIGINAL-FIX1-GPT54-8","B97","S1-ORIGINAL","Original Scenario","FIX1","Explicit BEC Pattern","GPT54","8","CORRECT","FLAG","OK","2026-04-08T19:56:53.7351625-04:00"
"89","S1-ORIGINAL-FIX1-GPT54-9","B97","S1-ORIGINAL","Original Scenario","FIX1","Explicit BEC Pattern","GPT54","9","CORRECT","FLAG","OK","2026-04-08T19:56:58.2548620-04:00"
"90","S1-ORIGINAL-FIX1-GPT54-10","B97","S1-ORIGINAL","Original Scenario","FIX1","Explicit BEC Pattern","GPT54","10","CORRECT","FLAG","OK","2026-04-08T19:57:03.1672893-04:00"
