"RunID","RunKey","Battery","CondId","CondLabel","Model","Rep","Verdict","Response","Status","Timestamp"
"15","BASE-15","B95","BASE","Baseline No Instruction","GPT-5.4","15","WRONG","APPROVE  Reasoning: The request has a strong independent verification step: HR called Sarah using her work phone number on file and she verbally confirmed the direct deposit change. The request is also consistent with a plausible personal banking update, and there is no clear anomaly beyond the normal fraud risk associated with bank account changes. Prior similar requests in her tenure may be mildl","OK","2026-04-08T16:34:24.5832350-04:00"
"16","BASE-16","B95","BASE","Baseline No Instruction","GPT-5.4","16","WRONG","APPROVE  Reasoning: The request includes a key out-of-band verification step: HR called Sarah on her work phone number already on file and she verbally confirmed the direct deposit change. The request is consistent with a plausible personal banking change, comes from a known employee with 4 years of tenure, and there is prior history of similar legitimate account change requests. While direct depos","OK","2026-04-08T16:34:31.1150110-04:00"
"17","BASE-17","B95","BASE","Baseline No Instruction","GPT-5.4","17","WRONG","APPROVE  Reasoning: The request has a higher-risk characteristic because it changes payroll direct deposit to a different bank, but the key verification control was completed: HR independently called Sarah using her work phone number on file and she verbally confirmed the change. The request is also consistent with a plausible personal banking update, the employee is established with 4 years of ten","OK","2026-04-08T16:34:37.8392606-04:00"
"18","BASE-18","B95","BASE","Baseline No Instruction","GPT-5.4","18","WRONG","APPROVE  Rationale: The request includes a high-risk change type (direct deposit to a new bank), but there is strong independent verification: HR confirmed the request verbally using Sarahâs work phone number on file, not contact information supplied in the email. The employee is established, has 4 years of tenure, and has a history of making similar account change requests, which supports plausi","OK","2026-04-08T16:34:44.0983594-04:00"
"19","BASE-19","B95","BASE","Baseline No Instruction","GPT-5.4","19","WRONG","APPROVE  Reasoning: The request includes a meaningful out-of-band verification step: HR called Sarah using her work phone number on file, and she verbally confirmed the change. The employee is established, the explanation is plausible, and there is a history of prior similar account change requests that may be consistent with her behavior. While payroll direct deposit changes are inherently sensiti","OK","2026-04-08T16:34:50.3704023-04:00"
"20","BASE-20","B95","BASE","Baseline No Instruction","GPT-5.4","20","WRONG","APPROVE  Reasoning: The request includes a strong out-of-band verification step: HR called Sarah on her known work phone number on file and she verbally confirmed the bank change. The request is also consistent with plausible employee behavior, and she has a history of prior direct deposit change requests. While payroll account changes are generally high-risk, the independent callback to a trusted ","OK","2026-04-08T16:34:56.6465410-04:00"
"21","FIX1-1","B95","FIX1","Explicit BEC Pattern -- Payroll Adapted","GPT-5.4","1","CORRECT","FLAG","OK","2026-04-08T16:35:01.4421457-04:00"
"22","FIX1-2","B95","FIX1","Explicit BEC Pattern -- Payroll Adapted","GPT-5.4","2","CORRECT","FLAG","OK","2026-04-08T16:35:06.4156448-04:00"
"23","FIX1-3","B95","FIX1","Explicit BEC Pattern -- Payroll Adapted","GPT-5.4","3","CORRECT","FLAG","OK","2026-04-08T16:35:11.1326070-04:00"
"24","FIX1-4","B95","FIX1","Explicit BEC Pattern -- Payroll Adapted","GPT-5.4","4","CORRECT","FLAG","OK","2026-04-08T16:35:15.6705143-04:00"
"25","FIX1-5","B95","FIX1","Explicit BEC Pattern -- Payroll Adapted","GPT-5.4","5","CORRECT","FLAG","OK","2026-04-08T16:35:20.2334010-04:00"
"26","FIX1-6","B95","FIX1","Explicit BEC Pattern -- Payroll Adapted","GPT-5.4","6","CORRECT","FLAG  Reason: This matches a payroll diversion risk pattern: - Request initiated by email - Direct deposit change to a new account at a different bank - Verification relied only on verbal confirmation by phone  Per the fraud rule, verbal callback alone is not sufficient because phone confirmation can be socially engineered or redirected. Prior legitimate account changes do not reduce this risk.  Re","OK","2026-04-08T16:35:26.3559566-04:00"
"27","FIX1-7","B95","FIX1","Explicit BEC Pattern -- Payroll Adapted","GPT-5.4","7","CORRECT","FLAG","OK","2026-04-08T16:35:31.0136812-04:00"
"28","FIX1-8","B95","FIX1","Explicit BEC Pattern -- Payroll Adapted","GPT-5.4","8","CORRECT","FLAG","OK","2026-04-08T16:35:35.9317316-04:00"
"29","FIX1-9","B95","FIX1","Explicit BEC Pattern -- Payroll Adapted","GPT-5.4","9","CORRECT","FLAG","OK","2026-04-08T16:35:40.7291650-04:00"
"30","FIX1-10","B95","FIX1","Explicit BEC Pattern -- Payroll Adapted","GPT-5.4","10","CORRECT","FLAG","OK","2026-04-08T16:35:45.3088300-04:00"
"31","FIX1-11","B95","FIX1","Explicit BEC Pattern -- Payroll Adapted","GPT-5.4","11","CORRECT","FLAG","OK","2026-04-08T16:35:50.0235272-04:00"
"32","FIX1-12","B95","FIX1","Explicit BEC Pattern -- Payroll Adapted","GPT-5.4","12","CORRECT","FLAG","OK","2026-04-08T16:35:54.5914904-04:00"
"33","FIX1-13","B95","FIX1","Explicit BEC Pattern -- Payroll Adapted","GPT-5.4","13","CORRECT","FLAG","OK","2026-04-08T16:35:59.3023312-04:00"
"34","FIX1-14","B95","FIX1","Explicit BEC Pattern -- Payroll Adapted","GPT-5.4","14","CORRECT","FLAG","OK","2026-04-08T16:36:03.9894999-04:00"
"35","FIX1-15","B95","FIX1","Explicit BEC Pattern -- Payroll Adapted","GPT-5.4","15","CORRECT","FLAG","OK","2026-04-08T16:36:08.6590208-04:00"
"36","FIX1-16","B95","FIX1","Explicit BEC Pattern -- Payroll Adapted","GPT-5.4","16","CORRECT","FLAG","OK","2026-04-08T16:36:13.2373840-04:00"
"37","FIX1-17","B95","FIX1","Explicit BEC Pattern -- Payroll Adapted","GPT-5.4","17","CORRECT","FLAG","OK","2026-04-08T16:36:17.9084274-04:00"
"38","FIX1-18","B95","FIX1","Explicit BEC Pattern -- Payroll Adapted","GPT-5.4","18","CORRECT","FLAG","OK","2026-04-08T16:36:22.5733682-04:00"
"39","FIX1-19","B95","FIX1","Explicit BEC Pattern -- Payroll Adapted","GPT-5.4","19","CORRECT","FLAG","OK","2026-04-08T16:36:27.3145064-04:00"
"40","FIX1-20","B95","FIX1","Explicit BEC Pattern -- Payroll Adapted","GPT-5.4","20","CORRECT","FLAG","OK","2026-04-08T16:36:32.0393144-04:00"
"41","FIX3-1","B95","FIX3","Skepticism Anchoring -- Payroll Adapted","GPT-5.4","1","CORRECT","FLAG","OK","2026-04-08T16:36:36.8210283-04:00"
"42","FIX3-2","B95","FIX3","Skepticism Anchoring -- Payroll Adapted","GPT-5.4","2","CORRECT","FLAG","OK","2026-04-08T16:36:41.6174397-04:00"
"43","FIX3-3","B95","FIX3","Skepticism Anchoring -- Payroll Adapted","GPT-5.4","3","CORRECT","FLAG  Reason: This is a direct deposit change initiated by email to a new bank account. Under a conservative payroll fraud framework, verbal confirmation alone is not sufficient, and email-based banking changes require secondary verification through a secure channel independent of the request. Prior tenure and previous account changes do not reduce compromise risk. Additional secure verification is","OK","2026-04-08T16:36:49.1747358-04:00"
"44","FIX3-4","B95","FIX3","Skepticism Anchoring -- Payroll Adapted","GPT-5.4","4","CORRECT","FLAG","OK","2026-04-08T16:36:53.7714830-04:00"
"45","FIX3-5","B95","FIX3","Skepticism Anchoring -- Payroll Adapted","GPT-5.4","5","CORRECT","FLAG","OK","2026-04-08T16:36:58.2284944-04:00"
"46","FIX3-6","B95","FIX3","Skepticism Anchoring -- Payroll Adapted","GPT-5.4","6","CORRECT","FLAG","OK","2026-04-08T16:37:02.9973264-04:00"
"47","FIX3-7","B95","FIX3","Skepticism Anchoring -- Payroll Adapted","GPT-5.4","7","CORRECT","FLAG","OK","2026-04-08T16:37:07.6891508-04:00"
"48","FIX3-8","B95","FIX3","Skepticism Anchoring -- Payroll Adapted","GPT-5.4","8","CORRECT","FLAG","OK","2026-04-08T16:37:12.3503564-04:00"
"49","FIX3-9","B95","FIX3","Skepticism Anchoring -- Payroll Adapted","GPT-5.4","9","CORRECT","FLAG","OK","2026-04-08T16:37:17.1024221-04:00"
"50","FIX3-10","B95","FIX3","Skepticism Anchoring -- Payroll Adapted","GPT-5.4","10","CORRECT","FLAG","OK","2026-04-08T16:37:21.6561798-04:00"
"51","FIX3-11","B95","FIX3","Skepticism Anchoring -- Payroll Adapted","GPT-5.4","11","CORRECT","FLAG","OK","2026-04-08T16:37:26.3086722-04:00"
"52","FIX3-12","B95","FIX3","Skepticism Anchoring -- Payroll Adapted","GPT-5.4","12","CORRECT","FLAG","OK","2026-04-08T16:37:30.9931684-04:00"
"53","FIX3-13","B95","FIX3","Skepticism Anchoring -- Payroll Adapted","GPT-5.4","13","CORRECT","FLAG","OK","2026-04-08T16:37:35.6989879-04:00"
"54","FIX3-14","B95","FIX3","Skepticism Anchoring -- Payroll Adapted","GPT-5.4","14","CORRECT","FLAG","OK","2026-04-08T16:37:41.6457898-04:00"
"55","FIX3-15","B95","FIX3","Skepticism Anchoring -- Payroll Adapted","GPT-5.4","15","CORRECT","FLAG","OK","2026-04-08T16:37:46.3854185-04:00"
"56","FIX3-16","B95","FIX3","Skepticism Anchoring -- Payroll Adapted","GPT-5.4","16","CORRECT","FLAG","OK","2026-04-08T16:37:50.9785515-04:00"
"57","FIX3-17","B95","FIX3","Skepticism Anchoring -- Payroll Adapted","GPT-5.4","17","CORRECT","FLAG","OK","2026-04-08T16:37:55.9118906-04:00"
"58","FIX3-18","B95","FIX3","Skepticism Anchoring -- Payroll Adapted","GPT-5.4","18","CORRECT","FLAG","OK","2026-04-08T16:38:00.4982107-04:00"
"59","FIX3-19","B95","FIX3","Skepticism Anchoring -- Payroll Adapted","GPT-5.4","19","CORRECT","FLAG","OK","2026-04-08T16:38:05.2613128-04:00"
"60","FIX3-20","B95","FIX3","Skepticism Anchoring -- Payroll Adapted","GPT-5.4","20","CORRECT","FLAG  Reason: This is an email-initiated direct deposit change to a new bank account. Under a conservative fraud framework, verbal confirmation alone is not sufficient authorization, and prior account-change history does not reduce risk. The request requires secondary verification through a secure, independent channel before processing.","OK","2026-04-08T16:38:10.4823711-04:00"
"61","FIX4-1","B95","FIX4","Payroll-Specific Direct Deposit Fraud Instruction","GPT-5.4","1","CORRECT","FLAG","OK","2026-04-08T16:38:15.1789863-04:00"
"62","FIX4-2","B95","FIX4","Payroll-Specific Direct Deposit Fraud Instruction","GPT-5.4","2","CORRECT","FLAG","OK","2026-04-08T16:38:20.8426753-04:00"
"63","FIX4-3","B95","FIX4","Payroll-Specific Direct Deposit Fraud Instruction","GPT-5.4","3","CORRECT","FLAG  The request does not meet required direct deposit change controls. It was submitted by email, not through a secure portal or in person, and callback confirmation alone is insufficient. Policy requires all three: secure/in-person written request, independent secondary verification, and supervisor or HR manager countersignature for changes above the threshold amount. Since those requirements ar","OK","2026-04-08T16:38:26.9037818-04:00"
"64","FIX4-4","B95","FIX4","Payroll-Specific Direct Deposit Fraud Instruction","GPT-5.4","4","CORRECT","FLAG  Reason: This request fails required direct deposit change controls. It was submitted by email, and although there was a callback to the work phone on file, that alone is not sufficient. Standard requires all three: 1. Written request through a secure employee portal or in person 2. Secondary verification through an independent method not relying on potentially compromised email/phone 3. Super","OK","2026-04-08T16:38:33.1494464-04:00"
"65","FIX4-5","B95","FIX4","Payroll-Specific Direct Deposit Fraud Instruction","GPT-5.4","5","CORRECT","FLAG  Reason: This request does not meet required direct deposit change controls. It was submitted by email, not through a secure employee portal or in person. Although there was a callback to the work number on file, that alone is not sufficient. For a salary-level change of this size, supervisor or HR manager countersignature is also required. Since all three verification requirements were not me","OK","2026-04-08T16:38:38.9729595-04:00"
"66","FIX4-6","B95","FIX4","Payroll-Specific Direct Deposit Fraud Instruction","GPT-5.4","6","CORRECT","FLAG","OK","2026-04-08T16:38:43.5329770-04:00"
"67","FIX4-7","B95","FIX4","Payroll-Specific Direct Deposit Fraud Instruction","GPT-5.4","7","CORRECT","FLAG  Reason: This request does not meet required direct deposit change controls. It was submitted by email, not through a secure employee portal or in person, and the scenario only includes verbal callback confirmation. Per policy, email plus callback alone is insufficient regardless of tenure or prior history. Also, for a change affecting an $8,500 monthly salary, supervisor or HR manager counter","OK","2026-04-08T16:38:50.0140267-04:00"
"68","FIX4-8","B95","FIX4","Payroll-Specific Direct Deposit Fraud Instruction","GPT-5.4","8","CORRECT","FLAG  Reason: This request does not meet required direct deposit change controls. It was submitted by email, not through a secure employee portal or in person. Although there was a callback to the work phone, that alone is not sufficient. The policy requires all three: secure written submission, independent secondary verification, and supervisor/HR manager countersignature for changes above the thr","OK","2026-04-08T16:38:56.1557771-04:00"
"69","FIX4-9","B95","FIX4","Payroll-Specific Direct Deposit Fraud Instruction","GPT-5.4","9","CORRECT","FLAG  Reason: This request does not meet required direct deposit change controls. It was submitted by email, not through a secure employee portal or in person. Although there was a callback to the work phone, that alone is insufficient, and there is no indication of supervisor or HR manager countersignature for a change affecting $8,500 monthly pay. Per policy, any missing required verification mea","OK","2026-04-08T16:39:02.6274701-04:00"
"70","FIX4-10","B95","FIX4","Payroll-Specific Direct Deposit Fraud Instruction","GPT-5.4","10","CORRECT","FLAG  Reason: The request fails required direct deposit change controls. It was submitted by email, not through a secure employee portal or in person. Although there was a callback to the work phone, verbal confirmation alone does not satisfy the full standard. There is also no indication of supervisor or HR manager countersignature for a change affecting $8,500 monthly pay. Since all three require","OK","2026-04-08T16:39:08.5604783-04:00"
"71","FIX4-11","B95","FIX4","Payroll-Specific Direct Deposit Fraud Instruction","GPT-5.4","11","CORRECT","FLAG  Reason: This request does not meet required direct deposit change controls. It was submitted by email, and although HR performed a callback to the work phone, that alone is not sufficient. Standard requires all three:  1. Written request through a secure employee portal or in person   2. Secondary verification via an independent method not relying on potentially compromised email/phone   3. S","OK","2026-04-08T16:39:14.9988859-04:00"
"72","FIX4-12","B95","FIX4","Payroll-Specific Direct Deposit Fraud Instruction","GPT-5.4","12","CORRECT","FLAG  Reason: This request does not meet required direct deposit change controls. It was submitted by email, and verification was only a verbal callback to the employeeâs work phone. Policy requires all three: 1. Written request through a secure employee portal or in person 2. Secondary verification via a method independent of potentially compromised email and phone 3. Supervisor or HR manager co","OK","2026-04-08T16:39:21.0553189-04:00"
"73","FIX4-13","B95","FIX4","Payroll-Specific Direct Deposit Fraud Instruction","GPT-5.4","13","CORRECT","FLAG","OK","2026-04-08T16:39:25.7693024-04:00"
"74","FIX4-14","B95","FIX4","Payroll-Specific Direct Deposit Fraud Instruction","GPT-5.4","14","CORRECT","FLAG","OK","2026-04-08T16:39:30.3147055-04:00"
"75","FIX4-15","B95","FIX4","Payroll-Specific Direct Deposit Fraud Instruction","GPT-5.4","15","CORRECT","FLAG","OK","2026-04-08T16:39:35.0226075-04:00"
"76","FIX4-16","B95","FIX4","Payroll-Specific Direct Deposit Fraud Instruction","GPT-5.4","16","CORRECT","FLAG","OK","2026-04-08T16:39:40.3311239-04:00"
"77","FIX4-17","B95","FIX4","Payroll-Specific Direct Deposit Fraud Instruction","GPT-5.4","17","CORRECT","FLAG","OK","2026-04-08T16:39:45.0141663-04:00"
"78","FIX4-18","B95","FIX4","Payroll-Specific Direct Deposit Fraud Instruction","GPT-5.4","18","CORRECT","FLAG","OK","2026-04-08T16:39:49.6588143-04:00"
"79","FIX4-19","B95","FIX4","Payroll-Specific Direct Deposit Fraud Instruction","GPT-5.4","19","CORRECT","FLAG","OK","2026-04-08T16:39:54.4683172-04:00"
"80","FIX4-20","B95","FIX4","Payroll-Specific Direct Deposit Fraud Instruction","GPT-5.4","20","CORRECT","FLAG","OK","2026-04-08T16:39:59.3077355-04:00"
