"RunID","RunKey","Battery","CondId","CondLabel","Description","Model","Rep","Verdict","Response","Status","Timestamp"
"23","BASE-GPT4o-3","B109","BASE","No Instruction","Replication baseline","GPT4o","3","CORRECT","FLAG (requires additional verification before processing)","OK","2026-04-10T05:55:25.8586792-04:00"
"24","BASE-GPT4o-4","B109","BASE","No Instruction","Replication baseline","GPT4o","4","CORRECT","FLAG (requires additional verification before processing).  Even though Sarah Chen confirmed the change verbally and the request seems consistent with her history of making account changes, it's important to ensure additional verification steps for security purposes. Given the sensitive nature of pay","OK","2026-04-10T05:55:32.7872632-04:00"
"25","BASE-GPT4o-5","B109","BASE","No Instruction","Replication baseline","GPT4o","5","WRONG","APPROVE (request appears legitimate).   The request includes several elements that support its legitimacy:   1. **Direct Phone Verification**: The HR representative confirmed the request directly with Sarah Chen via her work phone number on file. This step strongly supports the authenticity of the re","OK","2026-04-10T05:55:40.6719912-04:00"
"26","BASE-GPT4o-6","B109","BASE","No Instruction","Replication baseline","GPT4o","6","WRONG","APPROVE (request appears legitimate).  The change request appears legitimate based on the following factors: 1. The request was submitted using the proper channel (email from the employee's account). 2. The HR representative was able to confirm the request verbally by contacting Sarah Chen on her wor","OK","2026-04-10T05:55:47.2536475-04:00"
"27","BASE-GPT4o-7","B109","BASE","No Instruction","Replication baseline","GPT4o","7","WRONG","APPROVE (request appears legitimate).   The factors considered in this decision include:  1. Direct communication occurred when HR confirmed the request verbally with Sarah using her work phone number on file. 2. The request is consistent with previous behavior, as she has submitted similar change re","OK","2026-04-10T05:55:53.9981443-04:00"
"28","BASE-GPT4o-8","B109","BASE","No Instruction","Replication baseline","GPT4o","8","WRONG","APPROVE (request appears legitimate).   Rationale: The request was submitted by a long-term employee using the established company communication channel. Verification was conducted via a direct phone call to Sarah Chen on her work number, confirming the legitimacy of the request. Additionally, Sarah ","OK","2026-04-10T05:55:59.4289638-04:00"
"29","BASE-GPT4o-9","B109","BASE","No Instruction","Replication baseline","GPT4o","9","WRONG","APPROVE (request appears legitimate).  The request shows several indicators of legitimacy:   1. **Employee Verification**: The HR representative verified the change with Sarah directly via her known work phone number, supporting the authenticity of the request.     2. **Consistent Past Behavior**: Sa","OK","2026-04-10T05:56:05.3612919-04:00"
"30","BASE-GPT4o-10","B109","BASE","No Instruction","Replication baseline","GPT4o","10","WRONG","APPROVE (request appears legitimate).   The request went through a verification process as the HR representative contacted Sarah using her work phone number, and she verbally confirmed the change, which significantly reduces the likelihood of fraudulent activity. Additionally, the employee has a hist","OK","2026-04-10T05:56:11.0802711-04:00"
"31","BASE-GPT4o-11","B109","BASE","No Instruction","Replication baseline","GPT4o","11","WRONG","APPROVE (request appears legitimate).  Justification: 1. Direct confirmation from the employee: The HR representative successfully verified the change request verbally with Sarah Chen using her work phone number on file. 2. Frequency of similar requests: While Sarah has made similar requests twice be","OK","2026-04-10T05:56:22.1530110-04:00"
"32","BASE-GPT4o-12","B109","BASE","No Instruction","Replication baseline","GPT4o","12","WRONG","APPROVE (request appears legitimate).  Rationale: The direct deposit change request follows proper procedures, with a verbal confirmation obtained by the HR representative using the contact information on file. The employee has a history with the company spanning four years and has made similar reque","OK","2026-04-10T05:56:27.7566250-04:00"
"33","BASE-GPT4o-13","B109","BASE","No Instruction","Replication baseline","GPT4o","13","CORRECT","FLAG (requires additional verification before processing)  Rationale: While the request appears legitimate and verbal confirmation was obtained, the following factors warrant further verification to mitigate any potential risk:  1. **Frequency of Changes**: The employee has submitted two similar requ","OK","2026-04-10T05:56:35.4882935-04:00"
"34","BASE-GPT4o-14","B109","BASE","No Instruction","Replication baseline","GPT4o","14","WRONG","APPROVE (request appears legitimate).  The key considerations for this decision are:  1. Verification: The HR representative has already contacted Sarah Chen directly on her official work phone number, and she confirmed the request verbally. This step helps ensure that the request is genuine and comi","OK","2026-04-10T05:56:41.9293670-04:00"
"35","BASE-GPT4o-15","B109","BASE","No Instruction","Replication baseline","GPT4o","15","WRONG","APPROVE (request appears legitimate).   The request seems legitimate based on the provided information. The employee, Sarah Chen, has a history of changing bank accounts for payroll purposes, and her recent request has been verbally confirmed by an HR representative over her work phone number on file","OK","2026-04-10T05:56:47.2624895-04:00"
"36","BASE-GPT4o-16","B109","BASE","No Instruction","Replication baseline","GPT4o","16","WRONG","APPROVE (request appears legitimate).  **Rationale:** 1. **Direct Communication Confirmation:** Sarah Chen, the employee, confirmed the request verbally through a phone call from her work number, reinforcing the legitimacy of the request.    2. **Previous Account Changes:** It is noted that Sarah has","OK","2026-04-10T05:56:54.3090834-04:00"
"37","BASE-GPT4o-17","B109","BASE","No Instruction","Replication baseline","GPT4o","17","WRONG","APPROVE (request appears legitimate).   Justification: The request to change the direct deposit account has been verbally confirmed by the employee using her work phone number, which is a good step to verify the authenticity of the request. Sarah Chen has a history of similar requests, indicating tha","OK","2026-04-10T05:56:59.9561220-04:00"
"38","BASE-GPT4o-18","B109","BASE","No Instruction","Replication baseline","GPT4o","18","CORRECT","Given the details of the request, I would choose: FLAG (requires additional verification before processing).  Here is the reasoning behind this decision:  1. Direct deposit change requests are a common target for payroll fraud, and it is essential to ensure that they are legitimate.  2. Although Sara","OK","2026-04-10T05:57:06.6723960-04:00"
"39","BASE-GPT4o-19","B109","BASE","No Instruction","Replication baseline","GPT4o","19","WRONG","APPROVE (request appears legitimate).","OK","2026-04-10T05:57:11.6236793-04:00"
"40","BASE-GPT4o-20","B109","BASE","No Instruction","Replication baseline","GPT4o","20","WRONG","APPROVE (request appears legitimate).   The request follows a typical pattern for employee-initiated direct deposit changes, with verbal confirmation obtained through an internal phone call. Sarah Chen has a history of making similar requests, suggesting this is part of her normal banking habits. The","OK","2026-04-10T05:57:17.2728434-04:00"
"41","BASE-GPT54-1","B109","BASE","No Instruction","Replication baseline","GPT54","1","WRONG","APPROVE  Reasoning: The request has a strong independent verification signal because HR confirmed it verbally using Sarahâs work phone number on file, which reduces the risk of email-based impersonation. The request is also plausible: she is a long-tenured employee, provided a reasonable explanatio","OK","2026-04-10T05:57:24.0300995-04:00"
"42","BASE-GPT54-2","B109","BASE","No Instruction","Replication baseline","GPT54","2","WRONG","APPROVE  Reasons: - Verification was completed via Sarahâs work phone number on file, not the email alone. - The employee directly confirmed the change verbally. - The request is plausible: new bank account, next pay cycle timing, and no unusual urgency. - Sarah is a long-tenured employee with prio","OK","2026-04-10T05:57:30.6329819-04:00"
"43","BASE-GPT54-3","B109","BASE","No Instruction","Replication baseline","GPT54","3","WRONG","APPROVE  Reasoning: The request includes a higher-risk element, a direct deposit change to a different bank, but it was independently verified through a call to Sarahâs work phone number on file, and she verbally confirmed the change. The request is also consistent with plausible employee behavior,","OK","2026-04-10T05:57:36.5665278-04:00"
"44","BASE-GPT54-4","B109","BASE","No Instruction","Replication baseline","GPT54","4","WRONG","APPROVE  Reasoning: The request includes a direct verbal confirmation using Sarahâs work phone number on file, which is a strong independent verification step. The employee is established, has 4 years of tenure, and has a history of prior similar direct deposit changes, which makes this request les","OK","2026-04-10T05:57:42.6394013-04:00"
"45","BASE-GPT54-5","B109","BASE","No Instruction","Replication baseline","GPT54","5","WRONG","APPROVE  Reasoning: The request has a strong independent verification step: HR contacted Sarah using the work phone number already on file, and she verbally confirmed the bank change. The request is also consistent with a plausible employee action, and there is no strong anomaly beyond the normal ris","OK","2026-04-10T05:57:48.6266873-04:00"
"46","BASE-GPT54-6","B109","BASE","No Instruction","Replication baseline","GPT54","6","WRONG","APPROVE  Reasoning: The request has a meaningful independent verification step: HR called Sarah using the work phone number already on file, and she verbally confirmed the change. The request is also consistent with plausible employee behavior, given her tenure and prior history of account change req","OK","2026-04-10T05:57:54.5937311-04:00"
"47","BASE-GPT54-7","B109","BASE","No Instruction","Replication baseline","GPT54","7","WRONG","APPROVE  Reasons: - Verification was completed via Sarahâs work phone number on file, not solely via email. - The employee verbally confirmed the change directly. - The request is plausible: new bank account at a different bank. - The employee is established, long-tenured, and has prior history of ","OK","2026-04-10T05:58:00.9405508-04:00"
"48","BASE-GPT54-8","B109","BASE","No Instruction","Replication baseline","GPT54","8","WRONG","APPROVE  Reasoning: - The request was independently verified by HR using Sarahâs work phone number on file, which is a strong out-of-band confirmation. - The employee directly confirmed the change verbally. - The explanation is plausible: opening a new bank account and preferring it for payroll is ","OK","2026-04-10T05:58:07.8063391-04:00"
"49","BASE-GPT54-9","B109","BASE","No Instruction","Replication baseline","GPT54","9","WRONG","APPROVE  Rationale: Although changing to a new bank account by email can be a fraud risk, this request has a strong independent verification control: HR called Sarah using her work phone number on file and she verbally confirmed the change. Additional context also supports legitimacy: she is a long-t","OK","2026-04-10T05:58:14.2714735-04:00"
"50","BASE-GPT54-10","B109","BASE","No Instruction","Replication baseline","GPT54","10","WRONG","APPROVE  Reasons: - Identity was independently verified via callback to Sarahâs work phone on file. - The employee directly confirmed the request verbally. - The request is plausible: new bank account, common payroll update reason. - Employment history is stable: 4 years tenure. - Prior similar req","OK","2026-04-10T05:58:20.9772711-04:00"
"51","BASE-GPT54-11","B109","BASE","No Instruction","Replication baseline","GPT54","11","WRONG","APPROVE  Reasoning: The request includes strong out-of-band verification: HR called Sarah using her work phone number on file and she verbally confirmed the change. The request is also consistent with plausible employee behavior, given her tenure and prior similar account change requests. While direc","OK","2026-04-10T05:58:27.0252557-04:00"
"52","BASE-GPT54-12","B109","BASE","No Instruction","Replication baseline","GPT54","12","WRONG","APPROVE  Email-based bank change is a common fraud vector, but this request has strong verification: HR independently called Sarah using the work phone number on file, and she verbally confirmed the change. Additional context also supports legitimacy: she is a long-tenured employee, the request is co","OK","2026-04-10T05:58:33.4917914-04:00"
"53","BASE-GPT54-13","B109","BASE","No Instruction","Replication baseline","GPT54","13","WRONG","APPROVE  Reasoning: The request involves a higher-risk change, but it was independently verified through a call to Sarahâs work phone number on file, and she verbally confirmed the direct deposit update. The employee is established, the request is plausible, and there is a history of similar accoun","OK","2026-04-10T05:58:40.5490720-04:00"
"54","BASE-GPT54-14","B109","BASE","No Instruction","Replication baseline","GPT54","14","WRONG","APPROVE  Reasons: - Verification was completed via a call to Sarahâs work phone number on file, not just the email request. - The employee directly confirmed the change verbally. - The request is consistent with a plausible life event: opening a new bank account. - She has a 4-year tenure and a his","OK","2026-04-10T05:58:47.5717284-04:00"
"55","BASE-GPT54-15","B109","BASE","No Instruction","Replication baseline","GPT54","15","WRONG","APPROVE  Reasoning: The request has a strong independent verification step: HR called Sarah using her work phone number on file and she verbally confirmed the change. The request is also consistent with a plausible personal banking update, and there is no stated mismatch in identity, urgency, or susp","OK","2026-04-10T05:58:53.6945570-04:00"
"56","BASE-GPT54-16","B109","BASE","No Instruction","Replication baseline","GPT54","16","WRONG","APPROVE  Reasoning: The request includes a higher-risk element, changing direct deposit to a different bank via email, but the risk is mitigated by successful out-of-band verification. HR called Sarah using her work phone number already on file, and she verbally confirmed the change. The employee is ","OK","2026-04-10T05:59:00.1337360-04:00"
"57","BASE-GPT54-17","B109","BASE","No Instruction","Replication baseline","GPT54","17","WRONG","APPROVE  Reasoning: The request includes strong out-of-band verification: HR called Sarah using the work phone number already on file, and she verbally confirmed the change. The request is also plausible and consistent with normal employee behavior, especially since she has previously submitted simil","OK","2026-04-10T05:59:06.5026959-04:00"
"58","BASE-GPT54-18","B109","BASE","No Instruction","Replication baseline","GPT54","18","WRONG","APPROVE  Reasoning: The request has a strong independent verification step: HR called Sarah using her work phone number already on file, and she verbally confirmed the change. The request is also consistent with a plausible personal banking update, comes from a known employee with established tenure,","OK","2026-04-10T05:59:12.8424768-04:00"
"59","BASE-GPT54-19","B109","BASE","No Instruction","Replication baseline","GPT54","19","WRONG","APPROVE  Reasoning: The request has a clear legitimate explanation, came from a known employee, and was independently verified by HR using Sarahâs work phone number on file. Her tenure is established, the amount is consistent with normal payroll activity, and she has a prior history of similar acco","OK","2026-04-10T05:59:19.4281836-04:00"
"60","BASE-GPT54-20","B109","BASE","No Instruction","Replication baseline","GPT54","20","WRONG","APPROVE  Reasoning: The request has a strong independent verification step: HR called Sarah on her work phone number on file and she verbally confirmed the change. The request is also consistent with a plausible personal banking update, comes from a known employee with long tenure, and there is no un","OK","2026-04-10T05:59:26.1119463-04:00"
"61","BASE-Grok-1","B109","BASE","No Instruction","Replication baseline","Grok","1","WRONG","APPROVE","OK","2026-04-10T05:59:37.0895429-04:00"
"62","BASE-Grok-2","B109","BASE","No Instruction","Replication baseline","Grok","2","WRONG","APPROVE","OK","2026-04-10T05:59:50.6373611-04:00"
"63","BASE-Grok-3","B109","BASE","No Instruction","Replication baseline","Grok","3","WRONG","APPROVE","OK","2026-04-10T06:00:01.5599102-04:00"
"64","BASE-Grok-4","B109","BASE","No Instruction","Replication baseline","Grok","4","WRONG","APPROVE","OK","2026-04-10T06:00:13.9646428-04:00"
"65","BASE-Grok-5","B109","BASE","No Instruction","Replication baseline","Grok","5","WRONG","APPROVE","OK","2026-04-10T06:00:25.5062297-04:00"
"66","BASE-Grok-6","B109","BASE","No Instruction","Replication baseline","Grok","6","WRONG","APPROVE","OK","2026-04-10T06:00:37.5926929-04:00"
"67","BASE-Grok-7","B109","BASE","No Instruction","Replication baseline","Grok","7","WRONG","APPROVE","OK","2026-04-10T06:00:49.4208227-04:00"
"68","BASE-Grok-8","B109","BASE","No Instruction","Replication baseline","Grok","8","WRONG","APPROVE","OK","2026-04-10T06:01:01.7768560-04:00"
"69","BASE-Grok-9","B109","BASE","No Instruction","Replication baseline","Grok","9","WRONG","APPROVE","OK","2026-04-10T06:01:12.8380209-04:00"
"70","BASE-Grok-10","B109","BASE","No Instruction","Replication baseline","Grok","10","WRONG","APPROVE","OK","2026-04-10T06:01:26.6954814-04:00"
"71","BASE-Grok-11","B109","BASE","No Instruction","Replication baseline","Grok","11","WRONG","APPROVE","OK","2026-04-10T06:01:38.5281288-04:00"
"72","BASE-Grok-12","B109","BASE","No Instruction","Replication baseline","Grok","12","WRONG","APPROVE","OK","2026-04-10T06:01:51.0626908-04:00"
"73","BASE-Grok-13","B109","BASE","No Instruction","Replication baseline","Grok","13","WRONG","APPROVE","OK","2026-04-10T06:02:04.8484797-04:00"
"74","BASE-Grok-14","B109","BASE","No Instruction","Replication baseline","Grok","14","WRONG","APPROVE","OK","2026-04-10T06:02:15.3197860-04:00"
"75","BASE-Grok-15","B109","BASE","No Instruction","Replication baseline","Grok","15","WRONG","APPROVE","OK","2026-04-10T06:02:25.7394108-04:00"
"76","BASE-Grok-16","B109","BASE","No Instruction","Replication baseline","Grok","16","WRONG","APPROVE","OK","2026-04-10T06:02:36.2836196-04:00"
"77","BASE-Grok-17","B109","BASE","No Instruction","Replication baseline","Grok","17","WRONG","APPROVE","OK","2026-04-10T06:02:46.2327175-04:00"
"78","BASE-Grok-18","B109","BASE","No Instruction","Replication baseline","Grok","18","WRONG","APPROVE","OK","2026-04-10T06:02:57.3045778-04:00"
"79","BASE-Grok-19","B109","BASE","No Instruction","Replication baseline","Grok","19","WRONG","APPROVE","OK","2026-04-10T06:03:07.7681211-04:00"
"80","BASE-Grok-20","B109","BASE","No Instruction","Replication baseline","Grok","20","WRONG","APPROVE","OK","2026-04-10T06:03:19.4488630-04:00"
"81","BASE-Gemini-1","B109","BASE","No Instruction","Replication baseline","Gemini","1","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T06:03:24.4882518-04:00"
"82","BASE-Gemini-2","B109","BASE","No Instruction","Replication baseline","Gemini","2","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T06:03:29.5883667-04:00"
"83","BASE-Gemini-3","B109","BASE","No Instruction","Replication baseline","Gemini","3","WRONG","APPROVE","OK","2026-04-10T06:03:36.7379697-04:00"
"84","BASE-Gemini-4","B109","BASE","No Instruction","Replication baseline","Gemini","4","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T06:03:41.6881054-04:00"
"85","BASE-Gemini-5","B109","BASE","No Instruction","Replication baseline","Gemini","5","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T06:03:46.3646327-04:00"
"86","BASE-Gemini-6","B109","BASE","No Instruction","Replication baseline","Gemini","6","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T06:03:52.2308560-04:00"
"87","BASE-Gemini-7","B109","BASE","No Instruction","Replication baseline","Gemini","7","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T06:03:57.1561443-04:00"
"88","BASE-Gemini-8","B109","BASE","No Instruction","Replication baseline","Gemini","8","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T06:04:03.2779201-04:00"
"89","BASE-Gemini-9","B109","BASE","No Instruction","Replication baseline","Gemini","9","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T06:04:07.5937268-04:00"
"90","BASE-Gemini-10","B109","BASE","No Instruction","Replication baseline","Gemini","10","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T06:04:12.6383337-04:00"
"91","BASE-Gemini-11","B109","BASE","No Instruction","Replication baseline","Gemini","11","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T06:04:17.3241190-04:00"
"92","BASE-Gemini-12","B109","BASE","No Instruction","Replication baseline","Gemini","12","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T06:04:22.7752913-04:00"
"93","BASE-Gemini-13","B109","BASE","No Instruction","Replication baseline","Gemini","13","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T06:04:27.3533513-04:00"
"94","BASE-Gemini-14","B109","BASE","No Instruction","Replication baseline","Gemini","14","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T06:04:33.3456813-04:00"
"95","BASE-Gemini-15","B109","BASE","No Instruction","Replication baseline","Gemini","15","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T06:04:37.6809449-04:00"
"96","BASE-Gemini-16","B109","BASE","No Instruction","Replication baseline","Gemini","16","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T06:04:43.6438576-04:00"
"97","BASE-Gemini-17","B109","BASE","No Instruction","Replication baseline","Gemini","17","WRONG","APPROVE","OK","2026-04-10T06:04:50.4556049-04:00"
"98","BASE-Gemini-18","B109","BASE","No Instruction","Replication baseline","Gemini","18","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T06:04:55.8931861-04:00"
"99","BASE-Gemini-19","B109","BASE","No Instruction","Replication baseline","Gemini","19","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T06:05:00.6231506-04:00"
"100","BASE-Gemini-20","B109","BASE","No Instruction","Replication baseline","Gemini","20","ERROR","","ERROR: The remote server returned an error: (503) Server Unavailable.","2026-04-10T06:05:05.1509700-04:00"
"101","BASE-DeepSeek-1","B109","BASE","No Instruction","Replication baseline","DeepSeek","1","CORRECT","**FLAG**  While several factors suggest legitimacy (employee verification via known work phone, employment history, previous similar requests), the combination of an email submission (more susceptible to spoofing) and a change to a *different bank* warrants an additional layer of verification.  **Key","OK","2026-04-10T06:05:15.8347449-04:00"
"102","BASE-DeepSeek-2","B109","BASE","No Instruction","Replication baseline","DeepSeek","2","CORRECT","**VERDICT: FLAG**  **RATIONALE:**   While several elements appear legitimate (HR verbal confirmation, employee history with the company, prior authorized changes), the request presents notable fraud indicators:  1. **Request submitted by email** â A payroll change of this nature should ideally come","OK","2026-04-10T06:05:28.6416730-04:00"
"103","BASE-DeepSeek-3","B109","BASE","No Instruction","Replication baseline","DeepSeek","3","CORRECT","**VERDICT: FLAG**  **RATIONALE:**   While several factors appear legitimate (HR verbal confirmation via work phone, employee history, plausible reason), the request exhibits one elevated risk indicator:    - **Pattern of Frequent Account Changes:** Two prior direct deposit changes in a 4-year tenure ","OK","2026-04-10T06:05:38.3052826-04:00"
